timestamp,voltage,current,temperature,power,anomaly,fault_type
2026-01-01 00:00:00,231.98685661204493,11.762221086378538,32.98587944162035,2728.6806966048694,0,normal
2026-01-01 00:01:00,229.45360944963625,7.185528566202613,32.861601599583906,1648.7454653186592,0,normal
2026-01-01 00:02:00,232.6040873869709,9.51630728285114,39.28221778111881,2213.531970821574,0,normal
2026-01-01 00:03:00,236.11211909230042,9.94950951493306,40.602240937580085,2349.199775499851,0,normal
2026-01-01 00:04:00,229.0900523776569,10.039861920954113,32.22535249676991,2300.0324933358206,0,normal
2026-01-01 00:05:00,229.09678396234818,10.290742000848892,33.00801645268214,2357.575896980741,0,normal
2026-01-01 00:06:00,236.35684859541624,10.939656129876235,38.445568026515545,2585.6626475750745,0,normal
2026-01-01 00:07:00,233.1164013488257,9.974883125115444,36.62155929343391,2325.3088580020403,0,normal
2026-01-01 00:08:00,228.17542946883063,9.479904044133786,37.05328329197587,2163.081176593531,0,normal
2026-01-01 00:09:00,232.23023117474884,9.424603834240585,37.71680242658279,2188.6779271561154,0,normal
2026-01-01 00:10:00,228.21298355042364,9.12270963235901,34.30780151480778,2081.920783264838,0,normal
2026-01-01 00:11:00,228.2103978880581,11.225292806511952,36.022907113034975,2561.728537784049,0,normal
2026-01-01 00:12:00,231.04782775463738,9.078178485968785,35.79257299619381,2097.4934191519706,0,normal
2026-01-01 00:13:00,222.43351856712516,11.322120054580193,32.46352080541214,2518.4190013796833,0,normal
2026-01-01 00:14:00,223.19362813042656,10.084452901259832,35.987267341862236,2250.785630742588,0,normal
2026-01-01 00:15:00,227.85080822157747,9.278061555533998,38.75812533875274,2114.013824157968,0,normal
2026-01-01 00:16:00,226.05529162461912,10.99154257879154,34.04559209188933,2484.6963630531395,0,normal
2026-01-01 00:17:00,231.37026201913108,8.976737259157256,35.50869792079073,2076.950051728111,0,normal
2026-01-01 00:18:00,226.48783171087405,11.029178900450727,35.67411508478837,2497.9748147144073,0,normal
2026-01-01 00:19:00,224.47736719929438,10.394974916695324,34.202992631684594,2333.436601402471,0,normal
2026-01-01 00:20:00,235.995829665533,9.185379699679581,37.09068771436302,2167.711303018827,0,normal
2026-01-01 00:21:00,229.2367804927289,10.876797958064945,33.02278458586861,2493.362145976696,0,normal
2026-01-01 00:22:00,230.416648063971,10.907707229202698,39.06391526214916,2513.3173378160304,0,normal
2026-01-01 00:23:00,224.4541904227418,11.828076759429868,36.947592353471144,2654.8613932958783,0,normal
2026-01-01 00:24:00,227.9822984898376,11.54499028444508,32.261666553166194,2632.053421090633,0,normal
2026-01-01 00:25:00,230.61016419124007,10.836650817797606,40.16899780856478,2499.041824375442,0,normal
