timestamp,voltage,current,temperature,power,anomaly,fault_type,hour,voltage_change,current_change,temperature_change,power_change,voltage_rolling_mean,current_rolling_mean,temperature_rolling_mean,power_rolling_mean,voltage_rolling_std,current_rolling_std,temperature_rolling_std,power_rolling_std,voltage_deviation,current_deviation,temperature_deviation,power_deviation,voltage_deviation_pct,current_deviation_pct,temperature_deviation_pct,power_deviation_pct
2026-01-01 00:10:00,228.21298355042364,9.12270963235901,34.30780151480778,2081.920783264838,0,normal,0,-4.0172476243251936,-0.30189420188157357,-3.40900091177501,-106.75714389127734,231.82224194687788,9.85632175055344,36.08025217478633,2286.0496907888273,2.891520738917398,1.1845313692905584,3.063177777489318,285.2968969882667,-3.609258396454237,-0.7336121181944293,-1.7724506599785528,-204.12890752398926,-0.015569077264300202,-0.07443061790806864,-0.04912522926370177,-0.0892932941687511
2026-01-01 00:11:00,228.2103978880581,11.225292806511952,36.022907113034975,2561.728537784049,0,normal,0,-0.002585662365532926,2.102583174152942,1.715105598227197,479.8077545192109,231.44485464071576,9.592370605151489,36.212444382105076,2221.3736994548244,3.1059703448568046,0.9909066260289909,2.9408844815062554,244.14600365515798,-3.2344567526576498,1.6329222013604632,-0.18953726907010093,340.35483832922455,-0.013975064417304374,0.17023135036958625,-0.005234036870589261,0.1532181813500157
2026-01-01 00:12:00,231.04782775463735,9.078178485968785,35.79257299619381,2097.4934191519706,0,normal,0,2.8374298665792423,-2.1471143205431673,-0.23033411684116345,-464.2351186320784,231.32053348455798,9.99634702918242,36.52857493345018,2312.6720067013634,3.2174103047723945,0.6731881260167552,2.700773666322992,163.65612738993448,-0.2727057299206308,-0.9181685432136355,-0.7360019372563684,-215.1785875493929,-0.0011789084428116086,-0.09185040700700149,-0.020148662755042,-0.09304327934349362
2026-01-01 00:13:00,222.4335185671252,11.322120054580193,32.46352080541214,2518.419001379684,0,normal,0,-8.614309187512163,2.243941568611408,-3.329052190781674,420.9255822277132,231.16490752132458,9.952534149494186,36.17961045495768,2301.068151534403,3.185910388181572,0.7204967351697984,2.5251841168729485,175.17500315353917,-8.731388954199389,1.3695859050860069,-3.7160896495455447,217.35084984528066,-0.037771256233578326,0.1376117765097659,-0.10271226259254347,0.09445650260308297
2026-01-01 00:14:00,223.19362813042656,10.084452901259832,35.98726734186224,2250.785630742588,0,normal,0,0.7601095633013699,-1.237667153320361,3.523746536450105,-267.6333706370956,229.79704746880708,10.0897952034589,35.36573844174089,2317.9900741223864,3.717855781712175,0.8405943890521779,2.236435128990124,188.04188647767918,-6.603419338380519,-0.005342302199068172,0.6215289001213549,-67.20444337979825,-0.02873587546540116,-0.0005294757813554796,0.017574322706288725,-0.028992550110570472
2026-01-01 00:15:00,227.85080822157747,9.278061555533998,38.75812533875274,2114.013824157968,0,normal,0,4.657180091150906,-0.8063913457258334,2.7708579968904985,-136.7718065846202,229.20740504408406,10.094254301489471,35.74192992625012,2313.0653878630633,4.269147553887211,0.8404183293054226,1.9471875083985986,189.20570721528176,-1.3565968225065888,-0.8161927459554725,3.0161954125026185,-199.0515637050953,-0.005918643083305581,-0.08085716107182263,0.08438815191922301,-0.08605531203291666
2026-01-01 00:16:00,226.05529162461912,10.99154257879154,34.04559209188933,2484.6963630531395,0,normal,0,-1.7955165969583504,1.7134810232575415,-4.7125332468634085,370.68253889517155,229.082807470007,9.992986256957982,36.316940814857176,2288.709180580786,4.290861864891248,0.8744355467138731,1.8985558664138629,198.29755644969242,-3.0275158453878817,0.9985563218335578,-2.2713487229678435,195.98718247235365,-0.01321581431109475,0.09992571751394899,-0.06254240230605107,0.0856321913396702
2026-01-01 00:17:00,231.37026201913108,8.976737259157256,35.50869792079073,2076.950051728111,0,normal,0,5.31497039451196,-2.0148053196342843,1.4631058289013978,-407.7463113250287,228.05265177292722,9.998174901849513,35.876943221394555,2278.6125521285926,3.517344803334101,0.8808076714922068,1.8598871469239633,183.51732679861223,3.3176102462038557,-1.0214376426922573,-0.36824530060382443,-201.6625004004818,0.014547562680863765,-0.10216240991176366,-0.010264121397729005,-0.08850232138504478
2026-01-01 00:18:00,226.48783171087405,11.029178900450727,35.67411508478837,2497.974814714408,0,normal,0,-4.882430308257028,2.0524416412934716,0.16541716399763828,421.024762986297,227.87803783995778,9.898360315253694,35.76565708413024,2253.7766715011994,3.2728768845417076,0.9384125023740919,1.8436053824817766,193.05338712903708,-1.3902061290837366,1.1308185851970336,-0.0915419993418709,244.19814321320837,-0.006100658678042943,0.11424302098342547,-0.0025594944090231594,0.10835063930737754
2026-01-01 00:19:00,224.4773671992944,10.394974916695324,34.202992631684594,2333.436601402471,0,normal,0,-2.0104645115796416,-0.6342039837554037,-1.4711224531037743,-164.53821331193694,227.7092780641621,10.053287800885387,35.627740263411496,2287.266035313287,3.2992413369247835,0.9882184860339963,1.7873044710147208,204.29232269383886,-3.2319108648677,0.34168711580993616,-1.4247476317269019,46.17056608918392,-0.014193145278678711,0.03398759913944212,-0.03998983997281664,0.020185918636639894
2026-01-01 00:20:00,235.995829665533,9.18537969967958,37.09068771436302,2167.711303018827,0,normal,0,11.518462466238589,-1.2095952170157442,2.8876950826784267,-165.7252983836438,226.9339916666167,10.15032490913086,35.27635928392168,2301.741902737923,3.017734275570824,0.9670416822385999,1.672694254257288,201.64181023973654,9.061837998916303,-0.9649452094512814,1.8143284304413427,-134.0305997190958,0.03993160272009331,-0.095065450425459,0.05143185031762279,-0.058230073302165786
2026-01-01 00:21:00,229.2367804927289,10.876797958064945,33.02278458586861,2493.362145976696,0,normal,0,-6.759049172804083,1.6914182583853652,-4.0679031284944145,325.6508429578689,227.71227627812763,10.156591915862919,35.554647903877196,2310.3209547133215,4.168456945204432,0.9598182630718314,1.724348268362974,192.88501252113784,1.5245042146012793,0.720206042202026,-2.5318633180085897,183.04119126337446,0.006694870559983559,0.07091020769252165,-0.07121047365884596,0.0792276029397341
2026-01-01 00:22:00,230.416648063971,10.907707229202698,39.06391526214916,2513.3173378160304,0,normal,0,1.1798675712420845,0.030909271137753436,6.041130676280552,19.955191839334475,227.8149145385947,10.121742431018218,35.254635651160555,2303.484315532586,4.194638662403181,0.9222972626814285,1.88713139776201,183.99050730896428,2.6017335253762894,0.7859647981844802,3.809279610988604,209.83302228344428,0.011420382772768476,0.07765113601151125,0.10805046033324146,0.09109374909502217
2026-01-01 00:23:00,224.4541904227418,11.828076759429868,36.94759235347114,2654.8613932958783,0,normal,0,-5.962457641229207,0.9203695302271697,-2.116322908678022,141.54405547984788,227.7517965695281,10.304695305341609,35.581769877756095,2345.066707398992,4.1450424507618555,0.8723969268052398,2.241092262397022,179.18930267360997,-3.2976061467863076,1.523381454088259,1.3658224757150421,309.7946858968862,-0.014478946802861395,0.14783372132299624,0.038385456384194216,0.13210485011767192
2026-01-01 00:24:00,227.9822984898376,11.54499028444508,32.261666553166194,2632.053421090633,0,normal,0,3.5281080670958147,-0.28308647498478834,-4.685925800304943,-22.807972205245278,227.95386375508974,10.355290975826575,36.030177032561994,2358.7109465906115,3.8989201664796185,0.9492468533100729,1.9814067603701677,198.05704360228376,0.028434734747861512,1.1896993086185041,-3.7685104793958004,273.3424745000216,0.00012473899007218133,0.1148880617064013,-0.10459317132941195,0.11588638060764643
2026-01-01 00:25:00,230.61016419124007,10.836650817797606,40.16899780856478,2499.041824375442,0,normal,0,2.6278657014024702,-0.7083394666474732,7.907331255398589,-133.011596715191,228.43273079103082,10.501344714145102,35.65761695369239,2396.837725625416,3.5254950027848913,1.013154618790891,2.3129004066191725,211.23211415499603,2.177433400209253,0.33530610365250446,4.511380854872392,102.20409875002588,0.009532055203600218,0.031929825444245614,0.12651941549350323,0.042641225835744624
2026-01-01 00:26:00,225.56914211746613,8.412320887282611,35.58226923653703,1897.56000576118,0,normal,0,-5.041022073773945,-2.424329930514995,-4.586728572027752,-601.481818614262,228.70866638799708,10.657203640371462,35.79870420067359,2435.3405256471638,3.5824140360427927,0.9196272785063268,2.5535579422037027,187.73584187433647,-3.1395242705309556,-2.2448827530888504,-0.21643496413656038,-537.7805198859837,-0.013727176674647085,-0.21064463332433836,-0.006045888223308595,-0.22082354160434084
2026-01-01 00:27:00,231.6825491717787,13.780552731066964,32.91211808803401,3192.713585729711,0,normal,0,6.1134070543125745,5.368231843784352,-2.6701511485030167,1295.1535799685312,228.6600514372818,10.399281471220569,35.952371915138364,2376.6268899179677,3.625462327708764,1.148617844693422,2.481559273270001,251.55112040559237,3.022497734496909,3.381271259846395,-3.040253827104351,816.0866958117435,0.013218302521575078,0.32514470054530925,-0.08456337273881505,0.3433802332514683
